tasks,method,journal,label,field,field2,rjournal,ryear,rdoi,jid,type,year,wos_doi,arxiv_id,lag
"['Activity Recognition', 'Federated Learning', 'Transfer Learning']",[],information processing & management,2.0,['Computer Science'],"['Computer Science', 'Medicine']",IEEE Intelligent Systems,2019.0,10.1109/mis.2020.2988604,10.0,Review,2022.0,10.1016/j.ipm.2022.103061,,3.0
"['Image Captioning', 'Image Classification']",[],journal of the american medical informatics association,0.0,"['Computer Science', 'Engineering']",['Computer Science'],ArXiv,2019.0,10.1007/978-3-030-32226-7_80,21.0,Article,2021.0,10.1093/jamia/ocab046,,2.0
"['Classification', 'General Classification']",[],ethics and information technology,0.0,"['Political Science', 'Sociology', 'Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],Big data,2017.0,10.1089/big.2016.0048,22.0,Article,2022.0,10.1007/s10676-022-09633-2,,5.0
"['Classification', 'General Classification']",[],information & management,0.0,"['Political Science', 'Sociology', 'Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],Big data,2017.0,10.1089/big.2016.0048,5.0,Article,2021.0,10.1016/j.im.2021.103520,,4.0
"['Classification', 'General Classification']",[],online information review,2.0,"['Political Science', 'Sociology', 'Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],Big data,2017.0,10.1089/big.2016.0048,43.0,Article,2020.0,10.1108/oir-10-2018-0334,,3.0
"['Knowledge Distillation', 'Neural Network Compression']",['Knowledge Distillation'],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],2019 IEEE/CVF International Conference on Computer Vision (ICCV),2019.0,10.1109/iccv.2019.00145,21.0,Article,2021.0,10.1093/jamia/ocab229,,2.0
['Management'],[],journal of the american medical informatics association,0.0,"['Computer Science', 'Mathematics', 'Medicine']","['Computer Science', 'Medicine']",Scientific Reports,2019.0,10.1038/s41598-020-62922-y,21.0,Article,2021.0,10.1093/jamia/ocab043,,2.0
"['Coreference Resolution', 'Linguistic Acceptability', 'Natural Language Inference', 'Open-Domain Question Answering', 'Paraphrase Identification', 'Question Answering', 'Relation Extraction', 'Semantic Textual Similarity', 'Sentiment Analysis']","['Linear Layer', 'Residual Connection', 'Attention Dropout', 'Linear Warmup With Linear Decay', 'Weight Decay', 'GELU', 'Dense Connections', 'Adam', 'WordPiece', 'Softmax', 'Dropout', 'Multi-Head Attention', 'Layer Normalization', 'Scaled Dot-Product Attention', 'BERT']",scientometrics,2.0,['Computer Science'],['Computer Science'],Transactions of the Association for Computational Linguistics,2019.0,10.1162/tacl_a_00300,32.0,Article,2022.0,10.1007/s11192-021-04242-0,,3.0
"['Coreference Resolution', 'Linguistic Acceptability', 'Natural Language Inference', 'Open-Domain Question Answering', 'Paraphrase Identification', 'Question Answering', 'Relation Extraction', 'Semantic Textual Similarity', 'Sentiment Analysis']","['Linear Layer', 'Residual Connection', 'Attention Dropout', 'Linear Warmup With Linear Decay', 'Weight Decay', 'GELU', 'Dense Connections', 'Adam', 'WordPiece', 'Softmax', 'Dropout', 'Multi-Head Attention', 'Layer Normalization', 'Scaled Dot-Product Attention', 'BERT']",information processing & management,2.0,['Computer Science'],['Computer Science'],Transactions of the Association for Computational Linguistics,2019.0,10.1162/tacl_a_00300,10.0,Article,2021.0,10.1016/j.ipm.2021.102638,,2.0
"['Coreference Resolution', 'Linguistic Acceptability', 'Natural Language Inference', 'Open-Domain Question Answering', 'Paraphrase Identification', 'Question Answering', 'Relation Extraction', 'Semantic Textual Similarity', 'Sentiment Analysis']","['Linear Layer', 'Residual Connection', 'Attention Dropout', 'Linear Warmup With Linear Decay', 'Weight Decay', 'GELU', 'Dense Connections', 'Adam', 'WordPiece', 'Softmax', 'Dropout', 'Multi-Head Attention', 'Layer Normalization', 'Scaled Dot-Product Attention', 'BERT']",information processing & management,2.0,['Computer Science'],['Computer Science'],Transactions of the Association for Computational Linguistics,2019.0,10.1162/tacl_a_00300,10.0,Article,2022.0,10.1016/j.ipm.2022.103068,,3.0
['Lesion Detection'],[],journal of the american medical informatics association,0.0,"['Computer Science', 'Engineering']",['Computer Science'],ArXiv,2019.0,10.1016/j.patcog.2020.107332,21.0,Article,2021.0,10.1093/jamia/ocaa268,,2.0
"['Distributed Computing', 'Hyperparameter Optimization']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330701,10.0,Article,2021.0,10.1016/j.ipm.2021.102587,,2.0
"['Distributed Computing', 'Hyperparameter Optimization']",[],journal of the american medical informatics association,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330701,21.0,Article,2020.0,10.1093/jamia/ocaa106,,1.0
[],[],international journal of geographical information science,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,1996.0,10.1613/jair.346,27.0,Article,2017.0,10.1080/13658816.2017.1367796,,21.0
[],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,1996.0,10.1613/jair.346,10.0,Article,2022.0,10.1016/j.ipm.2022.103053,,26.0
['Misconceptions'],[],data technologies and applications,2.0,"['Medicine', 'Computer Science', 'Mathematics']",['Computer Science'],The British journal of mathematical and statistical psychology,2019.0,10.1111/bmsp.12212,52.0,Article,2022.0,10.1108/dta-06-2021-0134,,3.0
"['Information Retrieval', 'Multi-Label Learning', 'Relation Extraction', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.102096,10.0,Article,2021.0,10.1016/j.ipm.2021.102718,,2.0
"['Information Retrieval', 'Multi-Label Learning', 'Relation Extraction', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.102096,10.0,Article,2021.0,10.1016/j.ipm.2021.102596,,2.0
"['Information Retrieval', 'Multi-Label Learning', 'Relation Extraction', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.102096,10.0,Article,2021.0,10.1016/j.ipm.2020.102473,,2.0
"['Information Retrieval', 'Multi-Label Learning', 'Relation Extraction', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.102096,10.0,Article,2020.0,10.1016/j.ipm.2020.102319,,1.0
[],[],aslib journal of information management,1.0,"['Computer Science', 'Psychology', 'Medicine']",['Computer Science'],Journal of the American Medical Informatics Association : JAMIA,2019.0,10.1093/jamia/ocz191,48.0,Article,2021.0,10.1108/ajim-02-2020-0055,,2.0
[],[],journal of the american medical informatics association,0.0,"['Computer Science', 'Psychology', 'Medicine']",['Computer Science'],Journal of the American Medical Informatics Association : JAMIA,2019.0,10.1093/jamia/ocz191,21.0,Editorial Material,2020.0,10.1093/jamia/ocz224,,1.0
['Visual Dialog'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.18653/v1/p19-1646,10.0,Article,2022.0,10.1016/j.ipm.2022.103008,,3.0
[],[],information processing & management,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,10.0,Article,2022.0,10.1016/j.ipm.2022.102944,,3.0
[],[],journal of informetrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,18.0,Article,2022.0,10.1016/j.joi.2022.101284,,3.0
[],[],journal of informetrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,18.0,Article,2022.0,10.1016/j.joi.2022.101257,,3.0
[],[],scientometrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,32.0,Article,2022.0,10.1007/s11192-022-04287-9,,3.0
[],[],journal of informetrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,18.0,Article,2022.0,10.1016/j.joi.2022.101260,,3.0
[],[],journal of informetrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,18.0,Article,2022.0,10.1016/j.joi.2022.101252,,3.0
[],[],scientometrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,32.0,Article,2021.0,10.1007/s11192-021-04112-9,,2.0
[],[],journal of informetrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,18.0,Article,2021.0,10.1016/j.joi.2021.101158,,2.0
[],[],scientometrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,32.0,Article,2021.0,10.1007/s11192-020-03816-8,,2.0
[],[],journal of information science,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,30.0,Article,2022.0,10.1177/0165551520969935,,3.0
[],[],information processing & management,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,10.0,Article,2020.0,10.1016/j.ipm.2020.102300,,1.0
[],[],journal of information science,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,30.0,Article,2021.0,10.1177/0165551520917655,,2.0
[],[],scientometrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,32.0,Article,2020.0,10.1007/s11192-019-03332-4,,1.0
[],[],scientometrics,2.0,"['Computer Science', 'Psychology', 'Physics']",['Education'],J. Informetrics,2019.0,10.1016/j.joi.2019.07.004,32.0,Article,2020.0,10.1007/s11192-020-03361-4,,1.0
"['Classification', 'General Classification', 'Time Series Analysis', 'Time Series Classification']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],,2019.0,10.1007/978-3-030-33607-3_2,10.0,Article,2022.0,10.1016/j.ipm.2022.103044,,3.0
"['Classification', 'Feature Engineering', 'General Classification', 'Text Classification']",[],scientometrics,2.0,['Computer Science'],['Computer Science'],Computational Linguistics,2019.0,10.1162/coli_a_00398,32.0,Article,2022.0,10.1007/s11192-022-04453-z,,3.0
['Citation Recommendation'],[],scientometrics,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],"Proceedings of the 26th Conference on User Modeling, Adaptation and Personalization",2018.0,10.1145/3209219.3209236,32.0,Article,2021.0,10.1007/s11192-021-03909-y,,3.0
['Citation Recommendation'],[],scientometrics,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],"Proceedings of the 26th Conference on User Modeling, Adaptation and Personalization",2018.0,10.1145/3209219.3209236,32.0,Article,2020.0,10.1007/s11192-020-03382-z,,2.0
[],[],journal of informetrics,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330756,18.0,Article,2021.0,10.1016/j.joi.2021.101139,,2.0
"['AutoML', 'Feature Engineering', 'Hyperparameter Optimization', 'Neural Architecture Search']","['Sigmoid Activation', 'Tanh Activation', 'Softmax', 'LSTM']",information systems research,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,2019.0,10.1016/j.knosys.2020.106622,15.0,Article; Early Access,2022.0,10.1287/isre.2022.1141,,3.0
"['Binary Classification', 'Classification', 'General Classification', 'imbalanced classification']",[],journal of organizational and end user computing,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,2019.0,10.1016/j.patrec.2020.05.035,24.0,Article,2022.0,10.4018/joeuc.287571,,3.0
"['Binary Classification', 'Classification', 'General Classification', 'imbalanced classification']",[],information technology & people,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,2019.0,10.1016/j.patrec.2020.05.035,28.0,Article,2022.0,10.1108/itp-04-2019-0171,,3.0
['Fact Checking'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Journal of Data and Information Quality (JDIQ),2019.0,10.1145/3297722,10.0,Article,2021.0,10.1016/j.ipm.2021.102710,,2.0
['Fact Checking'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Journal of Data and Information Quality (JDIQ),2019.0,10.1145/3297722,10.0,Article,2021.0,10.1016/j.ipm.2021.102653,,2.0
['Representation Learning'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 27th ACM International Conference on Multimedia,2019.0,10.1145/3343031.3351023,10.0,Article,2021.0,10.1016/j.ipm.2021.102534,,2.0
['Representation Learning'],[],information processing & management,2.0,"['Computer Science', 'Medicine']",['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330895,10.0,Article,2021.0,10.1016/j.ipm.2021.102712,,2.0
['Stance Detection'],[],information processing & management,2.0,"['Computer Science', 'Psychology']",['Computer Science'],,2019.0,10.1007/978-3-030-34971-4_19,10.0,Article,2021.0,10.1016/j.ipm.2021.102597,,2.0
['Stance Detection'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the ACM on Human-Computer Interaction,2019.0,10.1145/3359307,10.0,Article,2021.0,10.1016/j.ipm.2021.102597,,2.0
['Stance Detection'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the ACM on Human-Computer Interaction,2019.0,10.1145/3359307,10.0,Article,2022.0,10.1016/j.ipm.2022.103070,,3.0
"['named-entity-recognition', 'Named Entity Recognition', 'Named Entity Recognition (NER)']",[],information processing & management,2.0,,['Computer Science'],Language Resources and Evaluation,2019.0,10.1007/s10579-019-09471-7,10.0,Article,2022.0,10.1016/j.ipm.2021.102735,,3.0
"['named-entity-recognition', 'Named Entity Recognition', 'Named Entity Recognition (NER)']",[],electronic library,1.0,,['Computer Science'],Language Resources and Evaluation,2019.0,10.1007/s10579-019-09471-7,56.0,Article,2021.0,10.1108/el-10-2020-0301,,2.0
"['Binary Classification', 'General Classification', 'Re-Ranking', 'Text Matching', 'text similarity']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 27th ACM International Conference on Multimedia,2019.0,10.1145/3343031.3350875,10.0,Article,2021.0,10.1016/j.ipm.2020.102432,,2.0
['Multi-Task Learning'],"['Concatenated Skip Connection', 'ReLU', 'Max Pooling', 'Convolution', 'U-Net']",journal of the american medical informatics association,0.0,"['Computer Science', 'Engineering']",['Computer Science'],ArXiv,2019.0,10.1007/978-3-030-32692-0_18,21.0,Article,2022.0,10.1093/jamia/ocac109,,3.0
"['BIG-bench Machine Learning', 'Personality Trait Recognition']",[],information processing & management,2.0,"['Computer Science', 'Psychology']",['Computer Science'],Artificial Intelligence Review,2019.0,10.1007/s10462-019-09770-z,10.0,Article,2021.0,10.1016/j.ipm.2021.102532,,2.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2019.0,10.18653/v1/d19-3009,10.0,Article,2020.0,10.1016/j.ipm.2020.102351,,1.0
['Fake News Detection'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],2019 IEEE International Conference on Data Mining (ICDM),2019.0,10.1109/icdm.2019.00062,10.0,Article,2021.0,10.1016/j.ipm.2021.102712,,2.0
